sentence,label
"and the wry , cynical performance of hugh jackman ( x-men ) as the incorrigibly good-timing eddie drops in just in time to prevent the entire film from degenerating into a ridiculously softball piece of fluff .",1
"( twentieth century fox ) director : terrence malick stars : sean penn , nick nolte , jim caviezel , john cusack , elias koteas , woody harrelson , ben chaplin , jared leton , adrien brody , george clooney , john c reilly , john travolta , john savage , arie verveen , dash mihok running time : 171 minutes .",1
"while it is certainly visually impressive , malick's the thin red line is something of a disappointment , especially when compared with spielberg's achievement in the recent devastating and unforgettable saving private ryan .",0
"shortly into their first joint mission , they are captured and end up in the headquarters of fegan floop ( alan cumming ) , a foppish hybrid of willy wonka and pee wee herman who hosts juni's favorite tv show .",1
"after a brief respite at a safe house filled with enough cool gadgets for a dozen sharper image stores , carmen and juni set off to find their parents and save the world , zooming through the sea in a submarine pod that looks like a goldfish , while a slew of wicked people ( including teri hatcher ) chase them .",1
"dude and his friend walter ( john goodman ) take on the task , and get caught in an intricate web of kidnapers , millionaires , high schoolers , nihilists , artists , pornographers , thugs , and league bowlers .",1
"worth mentioning are john turturro as jesus ( that's jee-zus , not hay-soos ) , the greaser bowler who's in a lusty marriage with the game ; julianne moore as the post-post-feminist artist whose work has been described as "" vaginal ; "" steve buscemi as the eager tagalong bowler who is constantly rebuked and ignored by teammates dude and walter ; and sam elliott as the rambling , long-winded narrator .",1
"there are so many impressive sequences that i'd find it impossible to list them here , but i was particularly wowed by a scene where buzz and his cohorts must get across a busy intersection to get to al' s toy barn , the store owned by woody's captor .",2
"there are funny asides to films such as "" star wars "" and "" jurassic park , "" among others , new takes on classic toys like barbie and rock 'em sock 'em robots , and appearances from other pixar efforts "" a bug's life "" and the 1997 short "" geri 's game . """,1
"it's created purely to entertain , and though i enjoy a thought-provoking drama as much as the next person , it's nice to see that films are still trying to do exactly what movies first tried to do : send us out with a smile .",2
"ben bronschweig ) , john neville ( the well-manicured man ) , mitch pileggi ( walter skinner ) directed by : rob bowman , written by : chris carter from a story by chris carter and frank spotnitz rated pg-13 by the mpaa for violence , gore , and profanityso , um , what's the truth ?",1
"the first true ride of the summer is here , and you'll be kicking yourself if you don't strap in to this one while it's in theaters - some of the images just won't translate as well onto a tv screen .",2
"previously , they worked on the mysterious x-files , files found in the darker rooms of the fbi's hallways , files which detail cases too strange to be explained by rational thought and logical explanation .",1
"of course , when something goes wrong in their new line of duty , the fbi looks for someone to blame for the foul-up , and even though it wasn't their fault , mulder and scully were there , and they're first in line to have the whole thing put on their heads .",1
"now they're going to try to clear their names , and along the way , they're going to learn a lot more about the mysterious conspiracy that's being run behind the scenes worldwide , to hide the real truth about just the kinds of things that mulder and scully used to investigate in the x-files division .",1
"the performances are all acted by people who've handled these roles for years on the tv show ( with the exception of martin landau playing a new character - and he's never bad , so of course that's just another good point ) .",2
"some of the scenes are awe-inspiring , and the scope of some visuals , particularly towards the end , make you truly appreciate that this was made into a movie as opposed to just another episode of the show .",2
"running time : 90 minutes ( 1 hour 30 minutes ) starring jon favreau , vince vaughn and heather graham directed by doug liman another 'independent film' , this comedy , which was brought by miramax for $5 million , is good fun .",2
"there are some excellent , laugh out loud jokes in the film , and some superbly funny set pieces ( such as favreau cringe-worhy battle with a answer machine that always cut him off before he finishes his sentence .",2
"once again we have a tale focused around a strong central character ( female as usual ; disney is one of the few studios whose heroines--ariel , belle , pocahontas , and now mulan--get equal screen time with their heroes in recent years ) .",1
"add the requisite love interest and a wise-cracking sidekick or two , pep up the soundtrack with a handful of strategically placed show tunes ( an introspective number by a pool or looking in a mirror , a rousing anthem , a cutesy , montage-backed crowd pleaser ) , pose a few threats to our engaging lead , and tie things all up neatly by the closing credits .",2
"as with his character in the recent seven years in tibet , pitt's human incarnation of death undergoes a spiritual transformation , as he comes to learn about love , loss and the pain of being human .",1
"brest's deliberately languid direction perfectly suits the occasionally sombre tone of the material , but , at nearly three hours long , the pace tends to drag and many in the audience will tire of the film .",0
"the storyline , though inconceivably unrealistic ( the convicts , for example , * easily * escape prison and hang out in obvious places which authorities would check out ) , plays out interestingly enough .",1
"more and more , filmmakers seem to be putting out well rehearsed , melodramatic films that evoke strong connotations of being a great film , but if you step aside and reflect on your movie going experience , you may just discover nothing more than elegantly presented fluff .",2
"nicolas cage is seth , a guardian angel who , like hundreds ( likely thousands or even millions ) of other angels , spends eternity watching over the citizens of mortality ; humans never aware of how much celestial intervention occurs in their life .",2
"after losing a patient on the surgery table , these questions envelope maggie , and seth , the angel who was there to oversee the patient's transition into the afterlife , is immediately captivated by the doctor .",1
"the two aren't very comparable to each other , but they both deviate from her usual "" intelligently ditzy "" romantic comedy roles , and it's an impressive side of ryan movie goers rarely have the chance to enjoy .",2
"it's a shame that with so much going for it , city of angels falters so much in its final stages , leaving us with the realization that an emotionally incredible movie was out there , they just didn't know quite how to get to it .",1
"of the group , schneider is most similar to sandler with his ability to play an average ( or below average for that matter ) joe who happens to be in the right ( or wrong ) place at the right ( or wrong ) time .",1
"needless to say , though , watching what has been committed to tape , one gets the undeniable impression the events are veritable : three students take hand- helds into the woods , filming a school project about the myth of a local witch , and get lost .",1
"i think blair witch will play even better on the small screen , because of its aspect ratio and the likelihood of a more quiet environment ; occasionally , i was unable to hear what the actors were hearing due to an audience loud with throat- clearing and squeaky seats , and it bugged me immensely .",0
"also , the arguing goes on a little much for my taste ( one fight , over the whereabouts of the map , turns especially shrill ) , though such carrying-on is understand- able , circumstances considered . """,0
"you know disney , they can't deal with the threat of any other studio getting even a small piece of the crust of the kiddie entertainment pie , so when someone else wants to make a little money , they counter with an old "" masterpiece "" from their vault and , you know what , i went to see this 1989 cartoon rather than the brand new one from fox .",0
she's also dealing with feelings she hasn't had before -- which comes when you get scales in places you didn't use to have them -- about a handsome prince ( no disney movie would be complete without one ) .,2
"her father , king triton of the merpeople , strictly forbids such lusting after the ways of the "" savage "" humans , in a condemnation that reads as a not-so-subtle analogy about old- fashioned parents who forbid interracial dating .",1
"all the elements are there -- memorable songs like "" under the sea "" and "" kiss the girl , "" cartoon animals like sebastian and flounder , an evil villain who still has characterization and charm , and a fair amount of humor that caters to adults as well as children .",2
the story follows foxx as an inept thief named alvin sanders who involuntarily helps federal agents track down an ultra-cool computer hacker -- doug hutchison ( that asshole guard percy wetmore from the green mile ) -- who has robbed the u .,1
"director : antoine fuqua starring : jamie foxx , david morse , david paymer , kirk acevedo , doug hutchison , robert pastorelli producers : sean ryerson writers : andrew scheinman , adam scheinman , tony gilroy",1
"other regulars in the movie include hattie jacques as the matron yet again ( but this part is probably her most boring 'matron' ) and barbara windsor as nookey's love interest and unofficial 'women's lib' campaigner , goldie locks .",0
"like those movies , "" chicken run "" is done entirely in the claymation style of animation ( albeit far more advanced than those old rankin-bass christmas specials from the sixties that crop up on tv every december ) , and features a primarily british cast and setting .",2
"but the chickens' mission is given new urgency when profit-minded mrs tweedy ( miranda richardson ) , tired of making chickenfeed ( excuse the pun ) selling eggs , purchases a fearsome new pie-making machine . """,1
"it doesn't possess the same kind of awe-inspiring cinematography as the summer's previous kid-oriented picture , "" dinosaur "" , but rather allows the viewer to feast upon the details of its every frame .",1
"that said , there are definitely elements intended for both age groups , and the screenplay by karey kirkpatrick slips in several references which only the grown-ups will get -- the chickens meet in hut 17 , for example , a sly reference to the world war ii internment movie "" stalag 17 "" , starring william holden .",2
"viewers should particularly keep an eye out for the cleverly-named nick and fetcher ( timothy spall from "" topsy-turvy "" and phil daniels ) , two rats who supply the chickens with merchandise -- for a price .",1
"even scenes depicting the stark reality of the chicken farm -- a chicken who can no longer lay eggs is beheaded and cooked for dinner by the tweedys , for instance -- are handled in a careful manner that gets the idea across without being unnecessarily traumatising . """,2
" 1999 , g , 90 minutes [1 hour , 30 minutes] [animated - adventure/drama] starring the voices of : tony goldwyn ( tarzan ) , minnie driver ( jane porter ) , lance henriksen ( kerchak ) , brian blessed ( clayton ) ; written by tab murphy , bob tzudiker , noni white ; produced by bonnie arnold ; directed by chris buck , kevin lima ; based on the story `tarzan of the apes' and characters created by edgar rice burroughs .",1
the basic premise is the same as every other `tarzan' story : a boy is raised in the african jungle by gorillas and becomes one himself never really understanding ( or even noticing ) that he's human and is a lot different from the animals he befriends .,1
"later , as the story transitions from tarzan as a child to a full-grown man ( voiced by goldwyn ) , he is encounter by a party of three humans from england : jane porter ( driver ) , a beautiful woman who is something of a zoologist and an artist , her father prof .",2
"sure there's a lot of cliche stuff here , like clayton's smugness and diabolical manipulation of tarzan and jane ; the goofy supporting characters ( voiced by rosie o'donnell [in full brooklyn accent ! ]",1
"------------------------------------------------------------- among my fanatical ticker tape-worshipping friends , there's one who happens to share the same philosophy espoused by the central character in darren aronofsky's darkly original pi : the entire stock market can be reduced to nothing but a series of patterns which , through analysis , will produce information to accurately forecast future behaviour .",1
"while i freely admit that i know less than nothing about the market ( knowledge check : prices up -- good ; prices down -- bad ; most of the time , at least ) and hence really couldn't comment with any authority , it's always nonetheless struck me as an incredibly naive oversimplification of an astonishingly complex system ( and besides , if it were that simple , no doubt somebody would've already figured it all out ) .",1
"the difference in this case is that while my colleague ( an otherwise assuredly realistic individual ) truly believes in this in and of itself as a valid forecaster , pi uses this ideology as a device with which to investigate its character's psychosis .",1
"since nature can be expressed in numbers , and there are patterns everywhere in nature , he reasons with eminent logic that finding the patterns will allow him to predict anything -- the ups and downs of the stock market , how many games the yankees will win this year , the flavour of jam i'm going to put on my toast tomorrow morning .",1
"obsessed with finding the proverbial key to the universe , max lives in paranoid , self-imposed solitude in a seedy nyc chinatown apartment , single-mindedly toiling away with his monstrous homemade computer system .",1
"the story , then , is basically an eccentricity , but it's a clever , astute eccentricity , perceptively zeroing in on the modern mistrust of mathematical reductionism ; in an age where a dominant societal phobia is one's individualism being replaced by a series of numeric identifiers , max's all-consuming penchent for numbers at once creates a lingering , unsettling mood .",2
"gullette appears in virtually every scene ) , pi takes a refreshing and effective approach in avoiding conventional aesthetics ; because of our ambivalence with max , we're not so much avidly rooting for him to triumph with a moment of epiphany as we're following him through this plot with a sense of mixed dread and morbid fascination -- it's more disturbing journey than quest .",1
"as we know , in films where paranoia is a dominant element ( see the truman show's laura linney character ) , or for that matter , in real life , it's always the ones who never stop smiling at you and are overly friendly that are the ones of which to be wary .",1
"pi , a film that addresses patterns , itself intentionally adheres to an identifiable pattern cycle -- headache scene ; important revelation or bit of plot development ; pill-popping montage ; hallucinatory nightmare ( with decidedly cronenberg-esque undertones -- few other directors are as equally adept in bridging unsettling concepts and body-themed horror ) ; nosebleeding reality .",2
"it's a rarity that a film so completely immerses itself into a protagonist's warped perspective of his surrounding , and high contrast black-and-white cinematography combined with constant usage of extreme close-ups lend a heightened sense of paranoia to the proceedings .",2
"using savage , jittery lensing and rapid cuts to create a sense of disorientation , the picture is often dizzying to behold , and max's effective isolationism is emphasized by shots from the so-called snorri cam , which keep him in plain focus while the environment races by in blurred bursts .",1
"aronofsky's technical virtuosity ( made for $60 000 , it's since gone on to capture acclaim at the 1998 sundance film festival ) , pi is an intriguingly cerebral story which , ironically , is perhaps the most purely visceral film of the year .",2
"most gangster movies seem to be made with the notion the viewer already knows how the mob works ( probably from watching other gangster movies ) , and although this attitude comes across , the film tries to fill in all the holes where and when it can and the effort is appreciable .",2
"as donnie is constantly impressing and even one-upping lefty , it's hard to tell which emotion is more powerful : the fact donnie is getting closer to nailing the mob ; or the fact lefty has once again been over shadowed .",1
"in the end , although i was very much entertained "" the sixth sense "" , i was left wondering how much more enthralled i would have been had so much not been revealed to me in the promotional material .",1
"this time , the offending party is the preview for "" what lies beneath "" , the new thriller starring michelle pfeiffer and harrison ford , and directed by robert zemeckis ( "" back to the future "" , "" forrest gump "" ) .",1
"in this day and age of inspired , creative marketing strategies like the "" blair witch project "" website and the "" x-men "" political campaign , it amazes me that we are still forced to endure such hamfisted efforts as this one .",0
"however , i refuse to review "" what lies beneath "" on the basis of its trailer alone ( although i am rather appalled that zemeckis has actually condoned it because , essentially , he doesn't think people will see his movie without knowing the plot beforehand ) .",0
"what we see during this narration are various shots of him sitting on a bed , or standing motionlessly , with his hair destroyed and an utterly blank look painted on his unshaven face , his eyes pointing to something off camera , but obviously to nothing in particular .",1
"obviously , the film's creator and star ben stiller asked a similar question when crafting a feature-length movie out of his hilarious vh1/vogue fashion awards short-film subject : can there be more to this film than being really really really silly ?",0
"it's not complex in either its social commentary or its comedy , and it never produces any gut-busting laughs ( except maybe a scene when derek's model roommates all die in a tragic "" gasoline fight "" accident -- a riotously funny take-off of tommy hilfiger ads ) .",1
"better yet , this exaggerated version of the original three-minute skit is only blown out to an efficient 95 minutes -- just enough time to string together its goofball plot without exhausting the gag .",2
"that's what computer programmer neo ( keanu reeves ) slowly learns as he enters the dangerous world that is the matrix , a movie directed by the wachowski brothers ( the guys behind the hip thriller bound ) .",1
"i wish the villains weren't quite so "" generic "" ( leftover g-men from looking for a sweet sci-fi actioner with plenty of stop-motion swooping camera angles and , of course , a motherlode of a helicopter explosion .",1
"now , young christine ( robin tunney ) is grown up and is being stalked by three different groups : two church factions , one intent on killing her ; and the other , led by father kovak ( rod steiger ) , attempting to protect and hide her ; the third party is satan himself , possessing the body of a wall street banker ( gabriel byrne ) .",1
"as for the rest of the cast , rod steiger is as good as ever ; kevin pollak is certainly in his element as a smart alec of a side-kick ; and cch pounder , a remarkable actress , is woefully underused as a police detective .",2
"jake kasdan , son of one of the best screenwriters around , breaks into filmmaking by writing and directing this hard-to-categorize detective story : part mystery , part comedy , part character study and part romance .",2
the central plot of 'lethal weapon 4' is an immigrant smuggling ring run by an old asian warlord whose right hand man ( jet li ) is a cool and frightening martial arts expert who silences his enemies by putting his moves on them .,1
"riggs and his girlfriend lorna ( rene russo ) are expecting a baby any day now , as is murtaugh's daughter who is married to a cop ( chris rock ) , a man who works with riggs and murtaugh and a man murtaugh doesn't know is married to his daughter because she was afraid to tell him since he was always against her marrying a cop .",1
"i'll probably put 'lethal weapon 4' in my video collection for the sake of uniting it with other members of its family but i'll probably watch it the least as it is the least of all the 'lethal weapon' movies , without hesitation .",0
"deuce bigalow : male gigolo "" is simply a hilarious good-natured comedy that may offend some , but underneath all it's crude humor and sexual content is a sweet little love story that is surprisingly involving .",2
"so he decides to go "" man-whoring "" and to his luck gets the oddest people on earth : an over-weight woman who decidedly wants to eat everything in site , a woman with narcolepsy who sleeps all the time , a woman who has sudden screaming outbursts , and a woman he can't stop thinking about .",1
"chase meridian ) , michael gough ( alfred pennyworth ) , pat hingle ( commissioner gordon ) , drew barrymore ( sugar ) , debi mazar ( spice ) directed by : joel schumacher , written by : lee batchler & janet scott batchler and akiva goldsman , based on characters created by bob kane rated pg-13 by the mpaa for violence , strong language , and a sexual implication or two",1
"( i couldn't help thinking that meyer would have had endless fun with a scene where one of them explains her ambitions to eventually enter law school , making love to a support pillar during the whole conversation . )",2
"they kidnap the girl and keep her sedated while trying to figure out what to do next -- although it sort of hits them over the head : at a gas station , they learn than a weird old cripple and his sons live in the area , harboring a massive fortune .",1
"at their first public appearance on amateur nite ( sic ) , stan , 18 , gets cold feet , but remains in the wings , encouraging abie , 16 , who , at the last second , has taken on the name of buddy young , jr .",1
"nice , quiet , sensitive stan , stays on with the raucous buddy as the latter serves his apprenticeship and reaches specialized fame in the borscht belt's circuit , culminating at grossinger's in 1950 .",1
"being so set in his tunnel-vision ways , he becomes self-destructive , flubs his chances , loses sponsors and exploits even those who love him ( brother , wife , daughter ) , through neglect and jokes at their expense .",0
"above all , the movie works in , as its second major , as well as most original element , the buddy-stan relationship , ambiguous yet clear , built on narcissism and monstrous insensitivity on one side , antagonism , devotion and frustration on the other , and a weird kind of love under the surface .",1
"the excellent playing extends to the supporting actors : young agent helen hunt who tries , against the comic's own self-defeating nature , to give the aged buddy a second chance ; jerry orbach as her boss ; or ron silver as a big-time film director who used to idolize buddy .",2
"the film elegantly begins with nino rota's recognizable musical score , the beautiful skyscrapers of new york and michael's voice as he is writing a letter to his children : "" the only wealth in this world is children .",2
"rated r fine line features in spanish with english subtitles starring najwa nimri , fele martinez , nacho novo , maru valdivieso , kristel diaz , victor hugo oliveira , sara valiente , peru medem , jaroslav bielski , rosa morales written and directed by julio medem julio medem's poignant , unconventional "" lovers of the arctic circle "" is a film that shows the viewer the earthshaking power of destiny .",2
"the film stars najwa nimri and fele martinez ( both of whom starred in this year's other spanish import "" open your eyes "" ) as ana and otto , two people with palindromic names who are destined to be lovers .",1
"scenes like one where frank is arrested for being the nightingale killer seem commonplace , for instance , and the proceedings generally feel as though they've been lifted out of an uncommonly bizarre episode of "" law and order "" .",0
"with his last two films - shine and snow falling on cedars - australian director scott hicks has proven his cinematic flashbacks to be some of the best out there , and his latest , hearts in atlantis , is no different .",2
"king's atlantis is a book comprised of five related short stories , but the main focus here is on the first ( and longest ) tale , called low men in yellow coats ( the film's title comes from the second chapter ) .",1
"it's set in 1960 harwich , connecticut , where 11-year-old bobby garfield ( anton yelchin ) lives in a boarding house run by his cold , self-centered mother elizabeth ( hope davis , joe gould's secret ) , who seems to care more about her wardrobe than her son .",1
"when a new tenant moves into the vacant room , the fatherless bobby finds a male role model in ted brautigan ( anthony hopkins , hannibal ) , a mysterious stranger who is vague enough about his past to make bobby's mom suspicious enough to at least momentarily turn her head away from the mirror .",1
"ted teaches his young neighbor about the wonders of literature ( after his cheapskate mother gives him a library card for his birthday ) , dispenses prophetic words of wisdom and even pays bobby one dollar a week to read him the local newspaper and keep his eyes peeled for the low men , a group of people chasing ted to exploit his special powers .",2
"atlantis' present-day setting which bookends the film is based on the novel's final chapter , titled heavenly shades of night are falling , and features david morse ( in yet another connection to the green mile ) as a married , middle-aged bobby who learns of the death of both of his childhood friends and returns to the dilapidated boarding house in which he spent his formative years .",1
"atlantis is nowhere near as flashy as hicks' cedars , which is disappointing but understandable considering the switch from the completely amazing robert richardson to the occasionally amazing piotr sobocinski , the oscar-nominated cinematographer behind krzysztof kieslowski's red .",1
"goldman , for those of you who don't read premiere , writes what seems like an annual criticism of everybody else's films , carefully explaining why they all suck , make no sense and insult their audiences , while somehow failing to mention the crap that he's penned ( like the general's daughter ) .",0
"it's mean-spirited but fun to read , mostly on account of nobody else in hollywood having the balls to say anything remotely negative about anybody else in the business ( including michael jackson , o .",0
"overall , the film plays like a very high quality version of any number of old "" twilight zone "" episodes where the characters spend a great deal of time wandering about looking afraid and disoriented , only to learn they are actually a child's toy , a military test subject or a department store dummy .",0
"set at an island mansion off the coast of england during world war ii , the story focuses on grace ( kidman ) , who tends to her children anne ( alakina mann ) and nicholas ( james bentley ) and worries about her husband , charles ( christopher eccleston ) , a missing serviceman .",1
"both are good english actors , and watching them dress up in the most stupid costumes , blurting out lines which a b movie screenwriter would be proud of is actually quite amusing ( if you're british , that is . )",1
"they are both wonderful , but for all of hanks' glorious work in serious films , such as his magnificent performance in saving private ryan , and his glorious triumph in philadelphia , i like him best when he's suitably obnoxious .",2
"she's had a handful of memorable performances , including the great scene in the diner in when harry met sally ( i must not mention what she does , due to the , well , um , you get the idea , and if you don't , get the movie-- fantastic ) .",2
"well , the movie goes through twists and turns , having some sad moments and happy ones , until at one moment tom hanks and meg ryan "" hook up "" , to use modern terminology , and kiss their way into happiness .",2
"jim lovell ( hanks ) , the mission commander , together with his crew , fred haise ( paxton ) and last minute replacement tom swigert ( bacon ) are put to the ultimate test when part of their command module explodes on the third day of the mission , more than three quarters way to the moon .",1
"most obviously , the entire subplot about the feurs is a lift right out of my own all-time favourite movie , "" rear window "" , as claire spies on the neighbours through binoculars and finds disturbing but circumstantial evidence of foul play .",0
"zemeckis does successfully create a creepy atmosphere ; there are plenty of scares in "" what lies beneath "" , and some of the effects ( the face in the water , a message in the condensation on a bathroom mirror ) are understated but work very well .",2
"the movie is cheapened , though , by the use of several thriller cliches -- the sudden appearance of a family pet , the best friend with coincidental occult inclinations , the killer who just won't die .",0
"it is good to see the actor return to roles with a bit of an edge to them , unlike the straight-laced , do-no-wrong heroes he has portrayed for much of the past decade in films like "" patriot games "" and "" air force one "" .",2
"although it by no means achieves the heights of deep-rooted , psychological terror as , say , "" the blair witch project "" , "" what lies beneath "" is very successful on a more visceral level , and is certainly one of the scarier movies of recent times .",2
"the dramatic comedy cousins has all the necessary ingredients : a witty and whimsical script , inspired performances , a great sense of humor , a large and wonderful cast , and the beautiful scenery of vancouver .",2
"starring jim carrey , ed harris , laura linney , natasha mcelhone screenplay by andrew niccol directed by peter weir weir is well-respected in hollywood for turning scripts with difficult subject-matter into deceptively simple , powerful films , the mosquito coast ( utopia ) and fearless ( post-traumatic stress disorder ) among them .",2
"by now you must be aware of the premise : unbeknownst to him , truman ( carrey ) is the star of his own tv series , a 24-7 peep-show in which he is surrounded by actors and placed in loosely scripted situations ; people around the world tune in for the voyeuristic thrill of his genuine reactions to fictitious stimulants .",2
"`seahaven' , his hometown , and the show itself , are the brainchild of christof ( harris ) , who presides over his creation in the base of a fake moon , directing over 500 cameras and hundreds of actors and extras .",1
"for 30 years , truman suspects nothing-`we accept the reality we're given , ' poses christof-but a desire to break free of the sunny town and visit a long lost love in `fiji' ( mcelhone , who was actually an actress fired by christof for trying to break the confidentiality agreement ) overwhelms him .",1
"truman is an inspiration to his audience because he grew up to be , well , so darn nice ; like a sibling ( or , perhaps more appropriately , a caged animal in an interactive zoo ) , they want to see him succeed .",2
"the surrealistic soap opera is completely plausible thanks to a tight screenplay and a sympathetic carrey-he really is an everyman here , abandoning his facial contortions in favour of a credible , wide-eyed bewilderment .",2
"if the film has any flaws , one may find them in laura linney's characterization as meryl , truman's "" wife "" ( i doubt that betty crocker impersonation would fool anyone ) , and in a subplot involving truman's `father' , which feels curiously incomplete .",0
"then we briefly get acquainted with emma ( liv tyler ) , an apparent relative of cookie , who is a down-but-not-out teen outcast , still full of love and hope even though she has no real place to live .",2
"the only reasonable suspect is willie , who immediately gets taken into custody , and put in a jail cell ( they all know he didn't do it , so the cell stays open and he plays scrabble with the sheriff and the faithful emma ) .",1
"so begins cookie's fortune , a film aptly described by critic scott renshaw as "" a southern spin on fargo , "" except that this one is far funnier and much more enjoyable than the coen brothers' darker , somewhat disturbing and slightly overrated escapade .",2
"robert altman's slight picture is in some ways reminiscent of something like midnight in the garden of good and evil as well , in that both films focus ( on and off ) on the eccentricities of the residents in a southern us town .",1
"glenn close turns in an insubstantial ( in terms of her career ) but magnificent performance as the conniving camille and is also the source of a good portion of the many laughs that we enjoy in this movie , and she is perfectly cast as the prolific "" aunt alexandria "" character , endlessly obsessed with family dignity .",2
"admittedly , i am somewhat biased in this opinion , since this film blasts me into my past as a rebellious youth ( grease was one of schmoe's first big-screen experiences , and every other scene sends me reeling into the times of my elaborate grease bubble-gum card collection ) , and the lesser responsibilities that i possessed at that time .",2
"on the down side , some of the absolute innocence in this film might bore or turn people off ( like when sandy sings about "" drinking lemonade "" and "" staying out until 10 "" with danny in "" summer nights "" ) , and the plot isn't exactly the most elaborate story-line ever created , but despite these small reservations , this movie carries enough great music and high energy to keep anyone amused through its rapid 110 minute running time ( and believe me .",2
"the film's inherent belief in the subtle persistence of fate and the wonder it can bring to one's life makes "" next stop wonderland "" a quiet pleasure in a cinematic landscape littered with explosions , shallow characters and overdone special effects .",2
"now here's a movie that gives you exactly what you're looking for , if what you're looking for is kickass action , a palpable good cop/bad cop story line , some hardcore stunts and jet li slam-dunking everyone in sight !",2
black mask ( 5/10 ) - blade ( 7/10 ) - la femme nikita ( 8/10 ) - lethal weapon 4 ( 7/10 ) - the matrix ( 8/10 ) - the professional ( 9/10 ) - romeo must die ( 3/10 ) - rush hour ( 7/10 ) - shanghai noon ( 6/10 ),1
"the problem with a movie like heartbreakers is that as hard as you try to concentrate on the notable qualities of the film -- the clever camerawork , the strong ensemble acting , the deft script -- every time jennifer love hewitt walks into a scene , her breasts take over .",2
"alas , during the con job , page ends up falling in love with a local bar owner ( jason lee ) , a dead body ends up in their trunk , princess leia shows up as a divorce attorney , and a jilted ex-husband ( ray liotta ) shows up waving a gun and advising group therapy for everyone .",1
"while david regularly drowns out his chaotic reality by immersing himself in reruns of the 1950's sit-com , pleasantville , sister jen lusts after cute boys as an admitted slut , climbing the social ladder through sex appeal .",0
"and while , throughout the film , director gary ross may trip a bit with his "" hang on a sec while i beat you over the head with my message so hard you won't soon forget it "" strategy , such as the inclusion of signs stating "" no coloreds "" , it does work , something that is a credit to his history as a screenwriter .",1
"the bottom line is that pleasantville is a fantastic vision of our society as its progressed , and while many may still hope and remember the "" good old days "" , we always must focus ahead on what will be , not what could've been .",2
"of course , that doesn't mean that i'm gonna be giving this a four-star review or something , because "" alien : resurrection , "" the fourth film in the cool-as-hell series is not an absolutely amazing film , much like the first two were .",1
"alien : resurrection "" leaves off 200 years after the last one , where our heroine protagonist , ellen ripley ( sigourney weaver ) , the science fiction genre's answer to job , had killed herself after discovering that an alien was inside her body , waiting to pop out like it did to john hurt in the first one .",1
"once you get past the fact that you can't figure out where they got her blood ( although i think it might have been from the blood samples taken by charles dance in the third one ) , the film's okay .",1
"winona ryder , who plays analee call , who turns out to have a bit of a secret ( i won't state it , but unless you've been shacking up with salinger for the past two years , you probably know all about it - although it's nicely covered up ) .",1
"and it pretty much does away with most of the people on the ship ( including some shocks - dan hedaya , for instance , who's death is comical yet sad since , well , he's dan hedaya ) , and the remaining people ( about 7 or 8 ) are left to try and escape and stop the aliens from doing any major harm since the ship is heading quickly towards earth .",1
"the real focus of the series seems to be on style , not really substance ( although there's always a bit of it , most notably in "" aliens "" with the relationship between ripley and the little girl ) .",1
"the chills in the film are really cool , especially with the music , which is sometimes turned down completely for certain scenes ( there's the most tense surgery scene since "" face/off "" towards the beginning ) .",2
"the underwater chase scene and the ladder scene afterwards is one of the most tense , thrilling , and jaw-dropping scenes in the entire saga ( with a small allusion to jeunet's earlier film , "" delicatessen "" ) .",2
"but the best scene in the entire film ( i'm sure i'm not the first to mention it ) takes place when ripley sees all the variations on her as they cloned her ( she has a an "" 8 "" tatooed on her arm ) .",2
") the acting is good all around , with stand-out performances from ron perlman as the male chauvenist pig johner , and leland orser ( the poor bastad in "" se7en "" who performed the "" lust "" sin ) as an anxiety-ridden wannabe woody allen who has an alien inside him .",2
"hesitating the littles know what's best for stuart and so does snowball the pet cat , he and his friends try to get stuart but in the end we find out the truth about stuart's past ending up to a sentimental and very heart-warming ending .",2
"when he was timon in 1994's "" the lion king "" i would have sworn he was a comedian , and now in "" stuart little "" he brings the most out of snowball and makes him one of those characters we love to dislike .",2
"for all you parents out there trying to find a good family movie , i have yet to see bicentennial man as i write this but as far as i know "" stuart little "" and "" toy story 2 "" are by far the best family films this year .",2
"i don't want to reveal too much ; this is just the set-up , and the movie keeps unfolding with eccentric developments and devices , which are so delightful because they seem to emerge out of a perfectly logical progression .",2
"what we see during this narration are various shots of him sitting on a bed , or standing motionlessly , with his hair destroyed and an utterly blank look painted on his unshaven face , his eyes pointing to something off camera , but obviously to nothing in particular .",1
"obviously , the film's creator and star ben stiller asked a similar question when crafting a feature-length movie out of his hilarious vh1/vogue fashion awards short-film subject : can there be more to this film than being really really really silly ?",0
"it's not complex in either its social commentary or its comedy , and it never produces any gut-busting laughs ( except maybe a scene when derek's model roommates all die in a tragic "" gasoline fight "" accident -- a riotously funny take-off of tommy hilfiger ads ) .",0
"better yet , this exaggerated version of the original three-minute skit is only blown out to an efficient 95 minutes -- just enough time to string together its goofball plot without exhausting the gag .",2
"that's what computer programmer neo ( keanu reeves ) slowly learns as he enters the dangerous world that is the matrix , a movie directed by the wachowski brothers ( the guys behind the hip thriller bound ) .",1
"i wish the villains weren't quite so "" generic "" ( leftover g-men from looking for a sweet sci-fi actioner with plenty of stop-motion swooping camera angles and , of course , a motherlode of a helicopter explosion .",1
